rorg,rdes,Origin,Dest
557,820,Wiley Post Will Rogers Memorial,Ted Stevens Anchorage Internati
2055,3384,Merle K (Mudhole) Smith        ,Ted Stevens Anchorage Internati
95,71,Cincinnati Northern Kentucky In,Ted Stevens Anchorage Internati
1946,1915,Denver Intl                    ,Ted Stevens Anchorage Internati
427,393,Dallas-Fort Worth International,Ted Stevens Anchorage Internati
1658,2219,Dillingham                     ,Ted Stevens Anchorage Internati
1175,1211,Detroit Metropolitan-Wayne Coun,Ted Stevens Anchorage Internati
2407,2929,Unalaska                       ,Ted Stevens Anchorage Internati
74,83,Newark Intl                    ,Ted Stevens Anchorage Internati
19075,36200,Fairbanks International        ,Ted Stevens Anchorage Internati
203,148,Honolulu International         ,Ted Stevens Anchorage Internati
654,595,George Bush Intercontinental   ,Ted Stevens Anchorage Internati
0,0,John F Kennedy Intl            ,Ted Stevens Anchorage Internati
6795,10969,Juneau International           ,Ted Stevens Anchorage Internati
127,199,St. Mary's                     ,Ted Stevens Anchorage Internati
526,539,McCarran International         ,Ted Stevens Anchorage Internati
1887,1801,Los Angeles International      ,Ted Stevens Anchorage Internati
6959,7442,Minneapolis-St Paul Intl       ,Ted Stevens Anchorage Internati
5454,7054,Nome                           ,Ted Stevens Anchorage Internati
4558,3984,Chicago O'Hare International   ,Ted Stevens Anchorage Internati
3053,4649,Ralph Wien Memorial            ,Ted Stevens Anchorage Internati
3926,4672,Portland Intl                  ,Ted Stevens Anchorage Internati
1332,1001,Phoenix Sky Harbor Internationa,Ted Stevens Anchorage Internati
2012,3764,Deadhorse                      ,Ted Stevens Anchorage Internati
63308,76981,Seattle-Tacoma Intl            ,Ted Stevens Anchorage Internati
1484,1801,San Francisco International    ,Ted Stevens Anchorage Internati
10805,9710,Salt Lake City Intl            ,Ted Stevens Anchorage Internati
296,322,Lambert-St Louis International ,Ted Stevens Anchorage Internati
1,2,Yakutat                        ,Ted Stevens Anchorage Internati
61,162,Ted Stevens Anchorage Internati,Aniak                          
56,175,Bethel                         ,Aniak                          
1011,1151,William B Hartsfield-Atlanta In,Naples Municipal               
67,118,Miami International            ,Naples Municipal               
433,701,Tampa International            ,Naples Municipal               
4,2,William B Hartsfield-Atlanta In,Aspen-Pitkin Co/Sardy          
3030,3536,Denver Intl                    ,Aspen-Pitkin Co/Sardy          
1,1,Walker                         ,Aspen-Pitkin Co/Sardy          
219,210,Los Angeles International      ,Aspen-Pitkin Co/Sardy          
337,299,Chicago O'Hare International   ,Aspen-Pitkin Co/Sardy          
223,266,Phoenix Sky Harbor Internationa,Aspen-Pitkin Co/Sardy          
61,44,San Francisco International    ,Aspen-Pitkin Co/Sardy          
575,766,Salt Lake City Intl            ,Aspen-Pitkin Co/Sardy          
1,1,Tulsa International            ,Aspen-Pitkin Co/Sardy          
6032,7003,Lehigh Valley International    ,William B Hartsfield-Atlanta In
4589,5521,Albuquerque International      ,William B Hartsfield-Atlanta In
2355,3224,Southwest Georgia Regional     ,William B Hartsfield-Atlanta In
420,525,Atlantic City International    ,William B Hartsfield-Atlanta In
1838,2482,Alexandria International       ,William B Hartsfield-Atlanta In
13953,19450,Bush                           ,William B Hartsfield-Atlanta In
9000,11308,Albany Cty                     ,William B Hartsfield-Atlanta In
330,334,Ted Stevens Anchorage Internati,William B Hartsfield-Atlanta In
821,1115,Naples Municipal               ,William B Hartsfield-Atlanta In
2,2,Aspen-Pitkin Co/Sardy          ,William B Hartsfield-Atlanta In
1496,1882,Outagamie County Regional      ,William B Hartsfield-Atlanta In
15002,16862,Austin-Bergstrom International ,William B Hartsfield-Atlanta In
6582,8083,Asheville Regional             ,William B Hartsfield-Atlanta In
3053,3465,Wilkes-Barre/Scranton Intl     ,William B Hartsfield-Atlanta In
293,241,Kalamazoo County               ,William B Hartsfield-Atlanta In
19490,21209,Bradley International          ,William B Hartsfield-Atlanta In
165,234,Binghamton Regional            ,William B Hartsfield-Atlanta In
507,438,Bangor International           ,William B Hartsfield-Atlanta In
31068,37586,Birmingham International       ,William B Hartsfield-Atlanta In
2401,3427,Central Illinois Regional      ,William B Hartsfield-Atlanta In
26830,33411,Nashville International        ,William B Hartsfield-Atlanta In
163,223,Boise Air Terminal             ,William B Hartsfield-Atlanta In
45238,44779,Gen Edw L Logan Intl           ,William B Hartsfield-Atlanta In
66,66,Southeast Texas Regional       ,William B Hartsfield-Atlanta In
1849,2577,Glynco Jetport                 ,William B Hartsfield-Atlanta In
14304,16076,Baton Rouge Metropolitan       ,William B Hartsfield-Atlanta In
800,768,Burlington International       ,William B Hartsfield-Atlanta In
14779,17527,Buffalo Niagara Intl           ,William B Hartsfield-Atlanta In
195,193,Burbank-Glendale-Pasadena      ,William B Hartsfield-Atlanta In
40518,40774,Baltimore-Washington Internatio,William B Hartsfield-Atlanta In
45,69,Gallatin                       ,William B Hartsfield-Atlanta In
31320,34388,Columbia Metropolitan          ,William B Hartsfield-Atlanta In
6786,8896,Akron-Canton Regional          ,William B Hartsfield-Atlanta In
13815,17327,Lovell                         ,William B Hartsfield-Atlanta In
1567,2035,Charlottesville-Albermarle     ,William B Hartsfield-Atlanta In
28091,35429,Charleston AFB/International   ,William B Hartsfield-Atlanta In
287,522,Eastern Iowa                   ,William B Hartsfield-Atlanta In
21702,28604,Cleveland-Hopkins Intl         ,William B Hartsfield-Atlanta In
51166,55387,Charlotte/Douglas International,William B Hartsfield-Atlanta In
13637,17819,Port Columbus Intl             ,William B Hartsfield-Atlanta In
47,71,University of Illinois-Willard ,William B Hartsfield-Atlanta In
2453,2888,City of Colorado Springs Muni  ,William B Hartsfield-Atlanta In
1330,1922,Corpus Christi International   ,William B Hartsfield-Atlanta In
3314,3827,Yeager                         ,William B Hartsfield-Atlanta In
6345,9168,Columbus Metropolitan          ,William B Hartsfield-Atlanta In
36157,35786,Cincinnati Northern Kentucky In,William B Hartsfield-Atlanta In
17332,22825,Daytona Beach International    ,William B Hartsfield-Atlanta In
198,220,Dallas Love                    ,William B Hartsfield-Atlanta In
15669,22243,James M Cox Dayton Intl        ,William B Hartsfield-Atlanta In
51194,53548,Ronald Reagan Washington Nation,William B Hartsfield-Atlanta In
40056,38572,Denver Intl                    ,William B Hartsfield-Atlanta In
91677,90536,Dallas-Fort Worth International,William B Hartsfield-Atlanta In
3158,4140,Dothan                         ,William B Hartsfield-Atlanta In
2043,2447,Des Moines International       ,William B Hartsfield-Atlanta In
47971,53674,Detroit Metropolitan-Wayne Coun,William B Hartsfield-Atlanta In
657,604,Eagle County Regional          ,William B Hartsfield-Atlanta In
2049,2678,El Paso International          ,William B Hartsfield-Atlanta In
285,251,Erie Intl                      ,William B Hartsfield-Atlanta In
2380,2921,Evansville Regional            ,William B Hartsfield-Atlanta In
340,544,Craven County Regional         ,William B Hartsfield-Atlanta In
64045,68532,Newark Intl                    ,William B Hartsfield-Atlanta In
2544,2711,Key West International         ,William B Hartsfield-Atlanta In
3526,4603,Fayetteville Municipal         ,William B Hartsfield-Atlanta In
15,10,Glacier Park Intl              ,William B Hartsfield-Atlanta In
42382,48185,Fort Lauderdale-Hollywood Int'l,William B Hartsfield-Atlanta In
1479,1840,Florence Regional              ,William B Hartsfield-Atlanta In
5198,6707,Bishop                         ,William B Hartsfield-Atlanta In
323,265,Joe Foss                       ,William B Hartsfield-Atlanta In
195,281,Fort Smith Regional            ,William B Hartsfield-Atlanta In
3781,4725,Fort Wayne International       ,William B Hartsfield-Atlanta In
8526,11253,Gainesville Regional           ,William B Hartsfield-Atlanta In
5569,7235,Gulfport-Biloxi Regional       ,William B Hartsfield-Atlanta In
206,243,Austin Straubel International  ,William B Hartsfield-Atlanta In
529,604,Robert Gray AAF                ,William B Hartsfield-Atlanta In
3289,3453,Kent County International      ,William B Hartsfield-Atlanta In
29356,35169,Piedmont Triad International   ,William B Hartsfield-Atlanta In
19859,26696,Greenville-Spartanburg         ,William B Hartsfield-Atlanta In
2119,2555,Golden Triangle Regional       ,William B Hartsfield-Atlanta In
441,399,Gunnison County                ,William B Hartsfield-Atlanta In
161,157,Yampa Valley                   ,William B Hartsfield-Atlanta In
522,618,Hilton Head                    ,William B Hartsfield-Atlanta In
174,223,Hickory Municipal              ,William B Hartsfield-Atlanta In
2713,3138,Honolulu International         ,William B Hartsfield-Atlanta In
18560,22998,William P Hobby                ,William B Hartsfield-Atlanta In
3593,4019,Westchester Cty                ,William B Hartsfield-Atlanta In
15982,22717,Huntsville International       ,William B Hartsfield-Atlanta In
417,587,Tri-State/Walker-Long          ,William B Hartsfield-Atlanta In
34921,39215,Washington Dulles International,William B Hartsfield-Atlanta In
42853,46614,George Bush Intercontinental   ,William B Hartsfield-Atlanta In
6427,7800,Wichita Mid-Continent          ,William B Hartsfield-Atlanta In
268,359,New Castle County              ,William B Hartsfield-Atlanta In
3655,4371,Wilmington International       ,William B Hartsfield-Atlanta In
17997,22640,Indianapolis International     ,William B Hartsfield-Atlanta In
449,622,Kinston Regional Jetport At Sta,William B Hartsfield-Atlanta In
1833,2048,Long Island - MacArthur        ,William B Hartsfield-Atlanta In
151,156,Jackson Hole                   ,William B Hartsfield-Atlanta In
18678,21567,Jackson International          ,William B Hartsfield-Atlanta In
33239,43162,Jacksonville International     ,William B Hartsfield-Atlanta In
18458,17813,John F Kennedy Intl            ,William B Hartsfield-Atlanta In
394,427,Capital City                   ,William B Hartsfield-Atlanta In
19449,20338,McCarran International         ,William B Hartsfield-Atlanta In
31,34,Lawton-Ft Sill Regional        ,William B Hartsfield-Atlanta In
42802,38191,Los Angeles International      ,William B Hartsfield-Atlanta In
14953,18725,Blue Grass                     ,William B Hartsfield-Atlanta In
2015,2441,Lafayette Regional             ,William B Hartsfield-Atlanta In
66654,66819,LaGuardia                      ,William B Hartsfield-Atlanta In
181,240,Long Beach (Daugherty )        ,William B Hartsfield-Atlanta In
13202,15612,Adams                          ,William B Hartsfield-Atlanta In
354,409,Greenbrier Valley              ,William B Hartsfield-Atlanta In
1327,1887,Lynchburg Municipal-Preston Gle,William B Hartsfield-Atlanta In
25781,30439,Kansas City International      ,William B Hartsfield-Atlanta In
1891,2780,Middle Georgia Regional        ,William B Hartsfield-Atlanta In
54125,57472,Orlando International          ,William B Hartsfield-Atlanta In
6659,7017,Harrisburg Intl                ,William B Hartsfield-Atlanta In
11321,13512,Chicago Midway                 ,William B Hartsfield-Atlanta In
1948,2412,Key                            ,William B Hartsfield-Atlanta In
39803,49381,Memphis International          ,William B Hartsfield-Atlanta In
553,763,McAllen Miller International   ,William B Hartsfield-Atlanta In
11892,18245,Montgomery Regional Apt        ,William B Hartsfield-Atlanta In
2715,3446,Manchester                     ,William B Hartsfield-Atlanta In
56512,63438,Miami International            ,William B Hartsfield-Atlanta In
13287,16765,General Mitchell International ,William B Hartsfield-Atlanta In
10338,15724,Melbourne International        ,William B Hartsfield-Atlanta In
2822,3569,Quad City                      ,William B Hartsfield-Atlanta In
4615,6281,Monroe Regional                ,William B Hartsfield-Atlanta In
22923,30379,Mobile Regional                ,William B Hartsfield-Atlanta In
589,701,Dane County Regional           ,William B Hartsfield-Atlanta In
33324,38173,Minneapolis-St Paul Intl       ,William B Hartsfield-Atlanta In
27965,36002,New Orleans International      ,William B Hartsfield-Atlanta In
52,63,Florida Keys Marathon          ,William B Hartsfield-Atlanta In
36,39,Montrose Regional              ,William B Hartsfield-Atlanta In
5113,6979,Myrtle Beach International     ,William B Hartsfield-Atlanta In
648,644,Albert J Ellis                 ,William B Hartsfield-Atlanta In
2033,2049,Metropolitan Oakland Internatio,William B Hartsfield-Atlanta In
30,16,Kahului                        ,William B Hartsfield-Atlanta In
11286,12114,Will Rogers World              ,William B Hartsfield-Atlanta In
7546,9442,Eppley Airfield                ,William B Hartsfield-Atlanta In
5042,4971,Ontario International          ,William B Hartsfield-Atlanta In
85736,84606,Chicago O'Hare International   ,William B Hartsfield-Atlanta In
19447,25627,Norfolk International          ,William B Hartsfield-Atlanta In
33485,37058,Palm Beach International       ,William B Hartsfield-Atlanta In
9995,9118,Portland Intl                  ,William B Hartsfield-Atlanta In
8120,10409,Panama City-Bay County Internat,William B Hartsfield-Atlanta In
6358,8205,Newport News/Williamsburg Inter,William B Hartsfield-Atlanta In
58572,61160,Philadelphia Intl              ,William B Hartsfield-Atlanta In
26356,29110,Phoenix Sky Harbor Internationa,William B Hartsfield-Atlanta In
1715,2422,Greater Peoria Regional        ,William B Hartsfield-Atlanta In
32988,39171,Pittsburgh International       ,William B Hartsfield-Atlanta In
23681,31143,Pensacola Regional             ,William B Hartsfield-Atlanta In
293,352,Palm Springs International     ,William B Hartsfield-Atlanta In
10809,11942,Theodore F Green State         ,William B Hartsfield-Atlanta In
3691,3826,Portland International Jetport ,William B Hartsfield-Atlanta In
34744,39576,Raleigh-Durham International   ,William B Hartsfield-Atlanta In
21320,26789,Richmond International         ,William B Hartsfield-Atlanta In
518,479,Reno/Tahoe International       ,William B Hartsfield-Atlanta In
3212,3983,Roanoke Regional/ Woodrum      ,William B Hartsfield-Atlanta In
9373,12134,Greater Rochester Int'l        ,William B Hartsfield-Atlanta In
24602,30643,Southwest Florida International,William B Hartsfield-Atlanta In
11965,12641,San Diego International-Lindber,William B Hartsfield-Atlanta In
17291,21041,San Antonio International      ,William B Hartsfield-Atlanta In
28910,36064,Savannah International         ,William B Hartsfield-Atlanta In
2216,2222,South Bend Regional            ,William B Hartsfield-Atlanta In
102,215,University Park                ,William B Hartsfield-Atlanta In
20541,25083,Louisville International-Standi,William B Hartsfield-Atlanta In
16100,16344,Seattle-Tacoma Intl            ,William B Hartsfield-Atlanta In
25902,24179,San Francisco International    ,William B Hartsfield-Atlanta In
783,1044,Springfield-Branson Regional   ,William B Hartsfield-Atlanta In
6977,8502,Shreveport Regional            ,William B Hartsfield-Atlanta In
3937,3902,San Jose International         ,William B Hartsfield-Atlanta In
15277,17667,Luis Munoz Marin International ,William B Hartsfield-Atlanta In
26333,25631,Salt Lake City Intl            ,William B Hartsfield-Atlanta In
4316,4111,Sacramento International       ,William B Hartsfield-Atlanta In
6389,6018,John Wayne /Orange Co          ,William B Hartsfield-Atlanta In
176,206,Moore County                   ,William B Hartsfield-Atlanta In
17637,23052,Sarasota Bradenton Internationa,William B Hartsfield-Atlanta In
32963,37763,Lambert-St Louis International ,William B Hartsfield-Atlanta In
2649,3525,Cyril E. King                  ,William B Hartsfield-Atlanta In
373,409,Henry E. Rohlsen               ,William B Hartsfield-Atlanta In
4731,4909,Stewart                        ,William B Hartsfield-Atlanta In
7833,9519,Syracuse-Hancock Intl          ,William B Hartsfield-Atlanta In
17030,22810,Tallahassee Regional           ,William B Hartsfield-Atlanta In
5042,6636,Toledo Express                 ,William B Hartsfield-Atlanta In
39393,50228,Tampa International            ,William B Hartsfield-Atlanta In
5484,6574,Tri-Cities Regional            ,William B Hartsfield-Atlanta In
60,55,Trenton-Mercer County          ,William B Hartsfield-Atlanta In
11045,13752,Tulsa International            ,William B Hartsfield-Atlanta In
533,725,Tupelo Municipal               ,William B Hartsfield-Atlanta In
1695,2233,Tucson International           ,William B Hartsfield-Atlanta In
40,56,Cherry Capital                 ,William B Hartsfield-Atlanta In
20548,26379,McGhee-Tyson                   ,William B Hartsfield-Atlanta In
2184,2919,Valdosta Regional              ,William B Hartsfield-Atlanta In
5812,7795,Eglin Air Force Base           ,William B Hartsfield-Atlanta In
3535,4501,Northwest Arkansas Regional    ,William B Hartsfield-Atlanta In
2015,2306,William B Hartsfield-Atlanta In,Outagamie County Regional      
0,0,Boise Air Terminal             ,Outagamie County Regional      
1,0,Charlotte/Douglas International,Outagamie County Regional      
1687,2347,Cincinnati Northern Kentucky In,Outagamie County Regional      
6,54,Central Wisconsin              ,Outagamie County Regional      
484,696,Detroit Metropolitan-Wayne Coun,Outagamie County Regional      
135,161,Austin Straubel International  ,Outagamie County Regional      
0,0,Washington Dulles International,Outagamie County Regional      
112,131,General Mitchell International ,Outagamie County Regional      
1,1,Dane County Regional           ,Outagamie County Regional      
543,947,Minneapolis-St Paul Intl       ,Outagamie County Regional      
0,0,Eppley Airfield                ,Outagamie County Regional      
2436,2741,Chicago O'Hare International   ,Outagamie County Regional      
1,0,Philadelphia Intl              ,Outagamie County Regional      
197,161,Albuquerque International      ,Austin-Bergstrom International 
0,1,Alexandria International       ,Austin-Bergstrom International 
16465,17424,William B Hartsfield-Atlanta In,Austin-Bergstrom International 
4,5,Birmingham International       ,Austin-Bergstrom International 
3828,3658,Nashville International        ,Austin-Bergstrom International 
204,356,Gen Edw L Logan Intl           ,Austin-Bergstrom International 
1,1,Baton Rouge Metropolitan       ,Austin-Bergstrom International 
1893,1599,Baltimore-Washington Internatio,Austin-Bergstrom International 
1,1,Columbia Metropolitan          ,Austin-Bergstrom International 
2,4,Charleston AFB/International   ,Austin-Bergstrom International 
690,1174,Cleveland-Hopkins Intl         ,Austin-Bergstrom International 
210,120,Charlotte/Douglas International,Austin-Bergstrom International 
0,0,Port Columbus Intl             ,Austin-Bergstrom International 
2,1,City of Colorado Springs Muni  ,Austin-Bergstrom International 
52,44,Corpus Christi International   ,Austin-Bergstrom International 
3150,3688,Cincinnati Northern Kentucky In,Austin-Bergstrom International 
31347,37183,Dallas Love                    ,Austin-Bergstrom International 
10187,10848,Denver Intl                    ,Austin-Bergstrom International 
62700,60996,Dallas-Fort Worth International,Austin-Bergstrom International 
383,609,Detroit Metropolitan-Wayne Coun,Austin-Bergstrom International 
9745,12499,El Paso International          ,Austin-Bergstrom International 
2570,3200,Newark Intl                    ,Austin-Bergstrom International 
0,0,Fort Lauderdale-Hollywood Int'l,Austin-Bergstrom International 
2,0,Piedmont Triad International   ,Austin-Bergstrom International 
25728,30442,William P Hobby                ,Austin-Bergstrom International 
1949,2662,Valley International           ,Austin-Bergstrom International 
1,3,Huntsville International       ,Austin-Bergstrom International 
1351,1343,Washington Dulles International,Austin-Bergstrom International 
27005,29735,George Bush Intercontinental   ,Austin-Bergstrom International 
0,1,Jackson International          ,Austin-Bergstrom International 
110,110,Jacksonville International     ,Austin-Bergstrom International 
1117,1160,John F Kennedy Intl            ,Austin-Bergstrom International 
